,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,Year
134,June,06/30/2019,15:30:00,06/30/2019,20:30:00,"Illinois: Cook County, DeKalb County, DuPage County, Grundy County, Iroquois County, Ford County, Lake County, Kendall County, Kankakee County, Kane County, Ogle County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,100000,2019
135,July,07/02/2019,13:00:00,07/02/2019,13:22:00,Idaho: Ada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2019
136,July,07/06/2019,22:00:00,07/07/2019,13:57:00,Mississippi: Panola County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Unknown,3000,2019
137,July,07/09/2019,01:59:00,07/09/2019,15:50:00,Texas: Louisiana: Arkansas: Mississippi:,SPP RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2019
138,July,07/10/2019,12:10:00,07/12/2019,12:30:00,"Texas: Collin County, Dallas County, Denton County, Hood County, Johnson County, Tarrant County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,57000,2019
139,July,07/10/2019,12:00:00,07/10/2019,12:15:00,Utah: Salt Lake County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2019
140,July,07/11/2019,11:08:00,07/11/2019,11:13:00,Texas: Lynn County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,26,2043,2019
141,July,07/13/2019,23:55:00,07/14/2019,13:00:00,"Louisiana: Acadia Parish, Avoyelles Parish, Catahoula Parish, Evangeline Parish, Grant Parish, Iberia Parish, LaSalle Parish, Natchitoches Parish, Rapides Parish, Sabine Parish, St. Landry Parish, St. Martin Parish, St. Mary Parish, St. Tammany Parish, Allen Parish, Beauregard Parish, Calcasieu Parish, Vermilion Parish, De Soto Parish, Jefferson Davis Parish, Red River Parish, Tangipahoa Parish, Vernon Parish, Washington Parish;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,63000,2019
142,July,07/13/2019,07:15:00,07/14/2019,17:00:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,55730,2019
143,July,07/13/2019,18:47:00,07/13/2019,23:37:00,New York: New York County;,NPCC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Transmission Interruption,452,72669,2019
144,July,07/17/2019,14:12:00,07/17/2019,14:30:00,Oklahoma: Oklahoma County;,SPP RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2019
145,July,07/19/2019,19:00:00,07/21/2019,20:00:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,400000,2019
146,July,07/19/2019,09:55:00,07/19/2019,13:00:00,Wisconsin: Dane County;,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Unknown,Unknown,2019
147,July,07/20/2019,07:37:00,07/20/2019,09:20:00,Missouri: Boone County;,SERC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0,2019
148,July,07/20/2019,11:55:00,07/23/2019,00:00:00,Wisconsin: Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200,50000,2019
149,July,07/20/2019,03:00:00,07/22/2019,07:00:00,"Michigan: Kent County, Newaygo County, Mecosta County, Montcalm County, Isabella County, Ionia County, Allegan County, Barry County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,160000,2019
150,July,07/21/2019,23:00:00,07/22/2019,20:54:00,"New York: Kings County, New York County, Queens County, Bronx County, Westchester County, Richmond County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,60,45000,2019
151,July,07/22/2019,16:00:00,07/24/2019,23:00:00,"Pennsylvania: Bucks County, Delaware County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,165000,2019
152,July,07/22/2019,17:50:00,07/25/2019,13:15:00,New Jersey: Gloucester County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,49,95600,2019
153,July,07/23/2019,23:55:00,07/23/2019,23:56:00,Nebraska:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2019
154,July,07/23/2019,03:22:00,07/23/2019,05:40:00,California: Santa Cruz County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,25,2019
155,July,07/23/2019,23:55:00,07/24/2019,05:22:00,Nebraska: Scotts Bluff County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2019
156,July,07/23/2019,15:39:00,07/23/2019,19:00:00,Massachusetts:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,54,54535,2019
157,July,07/24/2019,13:30:00,07/24/2019,13:31:00,Utah: Iron County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,1,2019
158,July,07/24/2019,08:01:00,07/24/2019,12:49:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2019
159,July,07/28/2019,18:48:00,07/28/2019,19:18:00,Michigan:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2019
160,July,07/30/2019,08:45:00,07/30/2019,09:45:00,Louisiana:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,13720,2019
161,August,08/02/2019,18:24:00,08/02/2019,19:28:00,Washington: Clark County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2019
162,August,08/02/2019,01:49:00,08/02/2019,01:55:00,Minnesota: Chisago County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2019
163,August,08/05/2019,17:23:00,08/06/2019,00:02:00,Oregon: Umatilla County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,66,Unknown,2019
164,August,08/07/2019,15:00:00,08/07/2019,15:30:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2019
165,August,08/07/2019,08:40:00,Unknown,Unknown,Washington: Pierce County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0,2019
166,August,08/07/2019,09:30:00,08/07/2019,11:15:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2019
167,August,08/08/2019,16:16:00,08/08/2019,22:41:00,Ohio:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,5600,2019
168,August,08/09/2019,09:53:00,08/09/2019,10:46:00,Texas: Travis County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2019
169,August,08/10/2019,16:11:00,08/10/2019,16:46:00,Michigan:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2019
170,August,08/10/2019,19:59:00,08/10/2019,21:04:00,Michigan:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2019
171,August,08/13/2019,10:00:00,08/13/2019,11:00:00,California: Placer County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Vandalism,0,0,2019
172,August,08/13/2019,00:00:00,Unknown,Unknown,North Dakota: Mercer County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown,2019
173,August,08/13/2019,15:10:00,08/13/2019,17:30:00,Texas: Williamson County;,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown,2019
174,August,08/15/2019,08:30:00,Unknown,Unknown,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,150,Unknown,2019
175,August,08/15/2019,23:03:00,08/16/2019,00:37:00,California: Marin County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Distribution Interruption,80,61318,2019
176,August,08/15/2019,11:00:00,08/15/2019,15:30:00,Kentucky: Ohio County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2019
177,August,08/15/2019,15:11:00,08/15/2019,18:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown,2019
178,August,08/15/2019,03:07:00,08/15/2019,03:56:00,District of Columbia: Maryland:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2019
179,August,08/18/2019,16:47:00,08/18/2018,23:00:00,Texas:,TRE,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Distribution Interruption,752,86373,2019
180,August,08/18/2019,16:30:00,08/18/2019,22:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Transmission Interruption/Distribution Interruption,259,61000,2019
181,August,08/18/2019,15:59:00,08/18/2019,23:00:00,Louisiana: Texas:,SPP RE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Transmission Interruption,271,86373,2019
182,August,08/21/2019,07:56:00,Unknown,Unknown,Ohio:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,1397,2019
183,August,08/21/2019,15:30:00,Unknown,Unknown,Massachusetts: Middlesex County[13];,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,2019
